audio,target
"[-0.07937622 -0.07885742 -0.08001709 ... -0.04486084 -0.04385376
 -0.03964233]",2
"[-0.01882935 -0.02160645 -0.02575684 ...  0.00674438  0.00894165
  0.01196289]",2
[0. 0. 0. ... 0. 0. 0.],39
"[-3.0517578e-05  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",39
"[ 0.          0.          0.         ... -0.00015259 -0.00054932
 -0.0007019 ]",39
"[-0.02279663 -0.02642822 -0.02865601 ... -0.00720215 -0.01858521
 -0.02963257]",8
"[-0.01205444 -0.01870728 -0.02514648 ...  0.02490234  0.01809692
  0.01150513]",8
"[ 0.0017395   0.00567627  0.00335693 ...  0.00183105 -0.00546265
 -0.01010132]",49
"[-9.1552734e-05 -3.9672852e-04 -1.8310547e-04 ...  1.4648438e-03
 -1.3122559e-03 -2.8076172e-03]",12
"[-0.00253296 -0.00186157 -0.00143433 ...  0.00149536  0.00210571
  0.00054932]",12
"[-0.00085449 -0.00180054 -0.00234985 ...  0.01947021 -0.01013184
 -0.02566528]",40
"[-0.06838989 -0.12387085 -0.14987183 ... -0.0189209  -0.01156616
 -0.00231934]",40
"[ 0.09692383  0.14227295  0.15945435 ... -0.00192261  0.00906372
  0.00582886]",40
[0.00292969 0.01904297 0.06573486 ... 0.05245972 0.07791138 0.06079102],40
"[ 0.00588989  0.0015564  -0.00167847 ...  0.00521851  0.00296021
 -0.00195312]",8
"[-0.16339111 -0.15383911 -0.14324951 ... -0.00164795 -0.0105896
 -0.02627563]",16
"[-0.0112915  -0.01208496 -0.01565552 ...  0.00231934  0.00497437
  0.00430298]",25
[0.00723267 0.00637817 0.00448608 ... 0.         0.         0.        ],25
"[-0.00076294  0.00033569 -0.00018311 ...  0.03329468  0.03125
  0.03063965]",25
"[ 0.03189087  0.06201172  0.06924438 ... -0.0020752  -0.00204468
 -0.0020752 ]",25
"[-0.03103638 -0.0279541  -0.03277588 ... -0.00485229 -0.00296021
  0.00064087]",25
"[-0.08602905 -0.05679321 -0.043396   ... -0.01193237 -0.01473999
 -0.01199341]",25
"[-0.01431274 -0.00500488  0.00363159 ... -0.00036621 -0.00112915
 -0.00341797]",25
"[-0.01409912 -0.01629639 -0.0151062  ... -0.01037598 -0.01025391
 -0.01834106]",25
"[ 6.1035156e-05 -3.0517578e-05 -1.2207031e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",39
"[-1.5258789e-04 -1.8310547e-04 -2.4414062e-04 ... -3.3752441e-02
  3.2421875e-01  6.1425781e-01]",22
[0.27288818 0.19134521 0.11187744 ... 0.         0.         0.        ],22
"[ 0.00018311  0.0085144   0.01269531 ...  0.00921631  0.0017395
 -0.00448608]",45
"[ 5.1879883e-04 -5.1879883e-04  9.1552734e-05 ...  3.8757324e-03
  1.3732910e-03  1.8920898e-03]",12
"[-0.00421143 -0.00567627 -0.00512695 ...  0.00808716  0.00921631
  0.00653076]",12
"[-0.00427246 -0.00552368 -0.00369263 ...  0.00836182  0.00463867
  0.00585938]",12
"[ 0.02182007  0.02557373  0.02127075 ... -0.01153564 -0.00393677
 -0.00061035]",12
"[-0.00515747 -0.00265503  0.00158691 ... -0.44708252 -0.31869507
 -0.17370605]",4
"[-0.1666565  -0.17199707 -0.1756897  ...  0.31085205  0.30569458
  0.3050537 ]",4
"[ 0.01373291  0.01541138  0.02108765 ... -0.00134277 -0.00186157
 -0.00109863]",4
"[ 0.18560791  0.13702393  0.08496094 ...  0.00054932 -0.00045776
 -0.00134277]",4
"[ 0.2808838   0.2809143   0.28082275 ... -0.5650635  -0.45437622
 -0.33309937]",4
"[ 0.01074219  0.01519775  0.0241394  ... -0.2043457  -0.17129517
 -0.11120605]",40
[0.14993286 0.22036743 0.2503357  ... 0.17019653 0.15353394 0.10305786],40
[0.34707642 0.46469116 0.4086609  ... 0.14407349 0.15371704 0.11169434],40
"[ 0.02194214  0.05877686  0.08609009 ... -0.19857788 -0.21664429
 -0.16470337]",40
"[ 0.00323486  0.00253296  0.00726318 ... -0.01980591 -0.02285767
 -0.01763916]",2
[0.         0.00100708 0.00201416 ... 0.00961304 0.01034546 0.01177979],19
"[ 0.00299072  0.00253296  0.00250244 ... -0.00418091 -0.00344849
 -0.00357056]",19
"[ 0.00378418  0.00421143  0.00415039 ... -0.0352478  -0.03713989
 -0.03927612]",19
[0.00671387 0.00637817 0.00637817 ... 0.01376343 0.01330566 0.01303101],19
"[ 1.6082764e-02  1.5472412e-02  1.3946533e-02 ... -1.5258789e-04
 -9.1552734e-05 -1.8310547e-04]",19
"[ 0.00765991  0.00454712 -0.00048828 ...  0.00015259 -0.00061035
 -0.00241089]",19
"[-0.18640137 -0.17596436 -0.16668701 ... -0.08462524 -0.08703613
 -0.08865356]",43
"[ 0.5095825   0.50512695  0.48886108 ... -0.01950073 -0.01068115
 -0.01266479]",42
[0.01702881 0.02731323 0.04040527 ... 0.         0.         0.        ],42
[0.00067139 0.00079346 0.00076294 ... 0.         0.         0.        ],20
"[7.7514648e-03 7.9345703e-03 5.5236816e-03 ... 1.2207031e-04 1.2207031e-04
 9.1552734e-05]",20
"[ 0.10894775  0.14196777  0.12814331 ... -0.0184021  -0.1416626
 -0.13983154]",41
"[ 0.00366211  0.00753784  0.01348877 ... -0.02636719 -0.04019165
 -0.03457642]",41
"[-0.05245972 -0.07626343 -0.05825806 ...  0.03674316  0.08572388
  0.06060791]",41
"[-0.07467651 -0.0791626  -0.06323242 ... -0.23516846 -0.3453369
 -0.28549194]",41
"[ 3.0517578e-05  6.1035156e-05 -9.1552734e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",23
"[-0.07870483 -0.08364868 -0.08117676 ...  0.11743164  0.14199829
  0.15319824]",35
"[-0.0184021  -0.00622559  0.00427246 ... -0.02981567 -0.04730225
 -0.06573486]",49
"[-0.09573364 -0.07266235 -0.0163269  ... -0.034729   -0.06149292
 -0.08898926]",49
"[-9.8876953e-03 -1.1169434e-02 -1.2145996e-02 ...  6.1035156e-05
  6.1035156e-05  0.0000000e+00]",28
"[-0.00039673 -0.00012207 -0.00018311 ...  0.00857544  0.00979614
  0.00997925]",28
"[ 0.00378418  0.00402832  0.00442505 ... -0.04876709 -0.04678345
 -0.04699707]",4
"[ 0.01470947  0.01217651  0.00823975 ... -0.0007019  -0.01287842
 -0.02349854]",4
"[-0.10705566 -0.10592651 -0.10400391 ... -0.02471924 -0.0291748
 -0.03018188]",4
"[-0.06640625 -0.0161438   0.03009033 ...  0.          0.
  0.        ]",43
"[-0.01608276 -0.02752686 -0.04077148 ...  0.          0.
  0.        ]",23
"[ 0.0000000e+00 -6.1035156e-05 -6.1035156e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",23
"[ 0.02224731  0.00561523 -0.00756836 ... -0.04003906 -0.04260254
 -0.04403687]",46
"[-0.1329956  -0.12664795 -0.10269165 ...  0.07470703  0.05389404
  0.00384521]",46
[0.06347656 0.05987549 0.05670166 ... 0.         0.         0.        ],22
"[-0.15716553 -0.17492676 -0.17120361 ... -0.12136841 -0.13735962
 -0.1350708 ]",35
"[-0.03738403 -0.03497314 -0.03063965 ...  0.00375366  0.00479126
  0.01538086]",49
[0.02072144 0.04415894 0.06298828 ... 0.14526367 0.1289978  0.11019897],46
"[-0.00579834 -0.01559448 -0.02371216 ...  0.03387451  0.03421021
  0.02728271]",46
"[-0.02603149 -0.04507446 -0.07473755 ... -0.05718994 -0.04629517
 -0.03845215]",49
[0.04290771 0.04119873 0.08535767 ... 0.04693604 0.04345703 0.03570557],49
"[-0.01794434 -0.02426147 -0.02606201 ...  0.01010132 -0.00201416
 -0.01144409]",26
"[ 0.04244995  0.06765747  0.09542847 ... -0.07128906 -0.06719971
 -0.05892944]",26
[0.1289978  0.1242981  0.11889648 ... 0.03619385 0.03018188 0.02462769],26
"[-9.1552734e-05  1.2207031e-04  2.7465820e-04 ...  3.0517578e-04
  4.3640137e-03  8.4838867e-03]",22
[0.01513672 0.01953125 0.01721191 ... 0.00482178 0.00640869 0.00476074],12
[0.01809692 0.03805542 0.05297852 ... 0.23434448 0.2354126  0.2350769 ],46
[0.05282593 0.05126953 0.04971313 ... 0.         0.         0.        ],26
"[-0.03607178 -0.05194092 -0.05227661 ... -0.09075928 -0.06710815
 -0.06109619]",18
"[-0.00054932 -0.00054932 -0.00015259 ...  0.00372314  0.00354004
  0.00341797]",15
"[ 6.1035156e-05 -4.2724609e-04 -3.0517578e-05 ...  2.6245117e-03
  2.3193359e-03  1.7700195e-03]",15
[0.         0.         0.         ... 0.0725708  0.06915283 0.04519653],18
"[-0.00930786 -0.01473999 -0.01513672 ...  0.          0.
  0.        ]",12
"[ 0.01934814  0.0098877  -0.01080322 ...  0.          0.
  0.        ]",1
[0.00100708 0.00317383 0.00326538 ... 0.         0.         0.        ],23
"[ 3.0517578e-05 -1.4038086e-03 -1.8310547e-04 ...  2.0477295e-02
  1.8402100e-02 -2.7465820e-04]",20
[0.00088501 0.00131226 0.00311279 ... 0.00357056 0.00881958 0.00820923],20
[0.05493164 0.09555054 0.06417847 ... 0.30984497 0.2914734  0.31533813],18
"[-0.0032959  -0.00549316 -0.00714111 ... -0.0072937  -0.00039673
  0.00726318]",41
"[-0.01321411 -0.01672363 -0.01748657 ...  0.03997803  0.05505371
  0.04907227]",41
"[ 0.00177002  0.00189209  0.00170898 ... -0.00048828 -0.00344849
 -0.00585938]",15
[0.00018311 0.00115967 0.00198364 ... 0.         0.         0.        ],15
"[-0.00878906 -0.00982666 -0.01364136 ... -0.04620361 -0.06414795
 -0.0809021 ]",5
[0.13186646 0.10565186 0.05361938 ... 0.10696411 0.12561035 0.12078857],5
[0.72613525 0.66067505 0.5675049  ... 0.175354   0.31570435 0.44110107],42
[0.5158081  0.46377563 0.39587402 ... 0.         0.         0.        ],42
[0.00897217 0.00823975 0.00415039 ... 0.02728271 0.02575684 0.02218628],18
[0.034729   0.03302002 0.02429199 ... 0.         0.         0.        ],33
"[ 2.4414062e-04 -6.1035156e-05 -1.5258789e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",33
"[ 0.0000000e+00 -9.1552734e-05 -3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",33
[0.14376831 0.263031   0.37503052 ... 0.74554443 0.7486267  0.73880005],42
"[-0.00140381 -0.00994873 -0.01956177 ...  0.          0.
  0.        ]",42
"[-0.40316772 -0.3534851  -0.3020935  ... -0.3644104  -0.2738037
 -0.20013428]",42
"[1.4038086e-03 0.0000000e+00 1.1596680e-03 ... 2.1362305e-04 9.1552734e-05
 6.1035156e-05]",1
"[ 0.4822693   0.5123596   0.5176697  ... -0.0022583  -0.01245117
 -0.02200317]",6
"[-0.00762939 -0.00518799 -0.00250244 ...  0.02328491 -0.05084229
 -0.08892822]",14
"[-0.00204468 -0.00228882 -0.00283813 ...  0.00045776  0.0007019
  0.00054932]",14
"[-0.00335693 -0.00219727 -0.00222778 ...  0.00430298  0.00521851
  0.00561523]",14
[0.01290894 0.0090332  0.00250244 ... 0.0032959  0.00250244 0.00189209],14
"[ 0.00756836  0.00863647  0.00674438 ... -0.00213623 -0.0012207
 -0.00106812]",18
"[-0.01681519 -0.01602173 -0.01602173 ... -0.26782227 -0.27713013
 -0.2833252 ]",42
"[-0.05160522 -0.00027466  0.02920532 ...  0.01095581 -0.02770996
 -0.05831909]",10
[0.0201416  0.04849243 0.00726318 ... 0.26522827 0.12014771 0.01681519],10
"[-0.00546265 -0.00445557  0.00152588 ...  0.02920532  0.03497314
  0.03378296]",33
[0.00271606 0.00305176 0.00308228 ... 0.02764893 0.03240967 0.02651978],10
"[-0.04046631 -0.01708984  0.01004028 ... -0.09814453 -0.09970093
 -0.07321167]",27
[0.05224609 0.05252075 0.05310059 ... 0.01870728 0.02038574 0.0222168 ],47
"[ 0.0000000e+00  6.1035156e-05  6.1035156e-05 ... -8.0169678e-02
 -4.9194336e-02 -1.0986328e-03]",18
"[-0.00964355 -0.02374268 -0.04193115 ...  0.          0.
  0.        ]",6
"[-0.00164795 -0.00170898 -0.00161743 ...  0.00372314  0.00396729
  0.00436401]",22
"[-0.00665283 -0.00592041 -0.00469971 ... -0.08840942 -0.07763672
 -0.06866455]",22
"[-0.03030396 -0.02828979 -0.02407837 ...  0.08004761  0.08734131
  0.08422852]",22
"[ 0.08081055  0.09649658  0.08209229 ... -0.00057983 -0.00018311
  0.00018311]",22
"[-0.02539062 -0.02944946 -0.01675415 ... -0.15322876 -0.10598755
 -0.03399658]",6
[0.02493286 0.0246582  0.02194214 ... 0.02154541 0.019104   0.01565552],46
"[ 0.08004761  0.07562256  0.06866455 ... -0.00140381 -0.00476074
 -0.00790405]",46
"[-1.2207031e-04 -1.8310547e-04 -1.8310547e-04 ...  1.8225098e-01
 -1.0244751e-01 -2.0642090e-01]",41
"[ 0.13082886  0.14053345  0.04003906 ... -0.2232666  -0.0869751
  0.13082886]",41
"[ 1.8310547e-04  3.0517578e-05 -2.1362305e-04 ...  6.4697266e-03
  6.5307617e-03  6.5307617e-03]",46
"[ 0.15692139  0.16299438 -0.05007935 ...  0.06045532  0.21652222
  0.13323975]",37
"[-0.11691284  0.09646606  0.10412598 ... -0.28704834 -0.41384888
 -0.34429932]",37
"[-0.02194214 -0.02047729 -0.01971436 ...  0.0166626   0.01956177
  0.0262146 ]",44
"[-0.05566406 -0.05288696 -0.05056763 ... -0.10183716 -0.11972046
 -0.13806152]",47
"[ 0.04473877  0.08062744  0.10037231 ... -0.00927734 -0.01544189
 -0.0234375 ]",47
"[ 0.13568115  0.15020752  0.13595581 ... -0.00057983 -0.00088501
 -0.00192261]",26
[0.00341797 0.00494385 0.00613403 ... 0.         0.         0.        ],26
[0.02862549 0.03140259 0.03283691 ... 0.00439453 0.006073   0.00643921],28
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.1552734e-05 3.0517578e-05
 0.0000000e+00]",20
"[ 0.0050354   0.00488281 -0.00378418 ...  0.00112915 -0.00424194
 -0.00665283]",13
"[-0.00057983 -0.00064087 -0.00061035 ... -0.00088501 -0.00088501
 -0.00085449]",34
"[ 0.         -0.00048828 -0.0022583  ...  0.          0.
  0.        ]",34
[0.00045776 0.00140381 0.00231934 ... 0.00021362 0.00018311 0.00024414],1
"[ 0.00183105 -0.00457764 -0.01501465 ... -0.00198364 -0.00808716
 -0.01086426]",10
"[ 0.00439453  0.0043335   0.00537109 ... -0.00653076 -0.00637817
 -0.00631714]",7
"[ 0.00924683  0.01165771  0.01174927 ... -0.01953125 -0.01834106
 -0.01693726]",7
"[-0.00674438 -0.00244141 -0.00088501 ... -0.00772095 -0.00784302
 -0.00466919]",7
[0.00650024 0.00250244 0.00109863 ... 0.00259399 0.00698853 0.01028442],27
"[-0.02322388 -0.02178955 -0.02078247 ...  0.20587158  0.20251465
  0.19885254]",7
"[ 0.00628662  0.00650024  0.0067749  ... -0.0045166  -0.00369263
 -0.00253296]",5
"[-0.00216675 -0.00228882 -0.00204468 ... -0.00726318 -0.0065918
 -0.00653076]",5
[0.02993774 0.04663086 0.02084351 ... 0.         0.         0.        ],10
"[-0.019104   -0.021698   -0.02426147 ... -0.08032227 -0.04388428
 -0.00512695]",23
"[3.0517578e-05 3.0517578e-05 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",21
"[-1.5289307e-02 -3.0822754e-03  1.0284424e-02 ... -3.0517578e-05
  2.7465820e-04  3.3569336e-04]",13
"[ 0.22573853  0.2197876   0.2354126  ... -0.0581665  -0.06088257
 -0.06137085]",27
"[ 0.01596069  0.01220703  0.01538086 ... -0.01098633 -0.00488281
 -0.00241089]",34
"[ 0.01730347  0.01104736 -0.00445557 ... -0.00119019 -0.00140381
 -0.00119019]",34
"[ 0.03152466  0.03109741  0.03100586 ... -0.10601807 -0.10064697
 -0.08880615]",5
"[-0.01339722 -0.0133667  -0.01303101 ... -0.21511841 -0.22149658
 -0.21328735]",5
"[-0.10171509 -0.10940552 -0.11187744 ... -0.03106689 -0.02044678
 -0.01660156]",49
"[-0.00131226 -0.00140381 -0.00125122 ... -0.00299072 -0.00753784
 -0.00848389]",18
[0.01168823 0.00802612 0.00302124 ... 0.00402832 0.00405884 0.00372314],23
"[ 0.00152588 -0.0055542  -0.00363159 ...  0.08898926  0.09945679
  0.09262085]",13
"[-0.5091553  -0.58374023 -0.5274353  ...  0.00466919  0.00454712
  0.00457764]",24
"[-0.04489136 -0.05108643 -0.05841064 ...  0.0166626   0.00765991
  0.00189209]",27
"[-2.1362305e-04 -2.7465820e-04 -9.1552734e-05 ...  5.4931641e-04
 -1.2207031e-04 -1.5563965e-03]",34
[0.00320435 0.00466919 0.0043335  ... 0.01208496 0.02017212 0.02502441],18
"[ 0.01022339 -0.0020752  -0.00735474 ...  0.01296997  0.00802612
  0.00537109]",27
"[-0.00024414 -0.00033569 -0.00012207 ... -0.00064087 -0.00219727
 -0.00189209]",34
"[ 0.0000000e+00 -1.5258789e-04 -3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",24
[0.00091553 0.00109863 0.00119019 ... 0.         0.         0.        ],33
[0.08154297 0.11447144 0.09887695 ... 0.11108398 0.13739014 0.11514282],10
[0.9999695 0.9999695 0.9999695 ... 0.        0.        0.       ],24
"[-0.10592651 -0.07809448 -0.04663086 ... -0.00061035 -0.00088501
 -0.00109863]",24
[0.15615845 0.16906738 0.17849731 ... 0.         0.         0.        ],24
[0.         0.         0.         ... 0.00994873 0.01296997 0.01068115],38
"[ 0.          0.          0.         ...  0.04544067 -0.00363159
  0.04205322]",37
"[-0.00598145 -0.00549316 -0.00527954 ... -0.00231934 -0.0020752
 -0.00180054]",33
[0.00363159 0.00378418 0.00378418 ... 0.00497437 0.00494385 0.00506592],33
[0.00195312 0.00238037 0.00256348 ... 0.13809204 0.14575195 0.14733887],27
"[ 0.00830078 -0.00531006 -0.01690674 ...  0.          0.
  0.        ]",29
"[-3.0517578e-05 -6.1035156e-05 -1.8310547e-04 ... -3.0517578e-05
  0.0000000e+00  3.0517578e-05]",21
"[-0.00515747 -0.00424194 -0.00469971 ... -0.00537109 -0.00561523
 -0.00595093]",27
"[-0.01251221 -0.00994873 -0.00741577 ... -0.05615234 -0.0725708
 -0.0881958 ]",29
[0.00039673 0.00067139 0.00091553 ... 0.         0.         0.        ],1
[0.04922485 0.06585693 0.05484009 ... 0.         0.         0.        ],1
"[-1.8920898e-03 -2.3498535e-03 -1.5258789e-03 ... -3.0517578e-05
 -3.0517578e-05 -3.0517578e-05]",1
"[ 4.5776367e-04  2.4414062e-04 -9.1552734e-05 ... -1.0009766e-02
 -1.0864258e-02 -1.0894775e-02]",23
"[ 0.00375366  0.04187012  0.07073975 ... -0.08834839 -0.09793091
 -0.10006714]",13
"[-0.00106812 -0.00036621 -0.00091553 ...  0.          0.
  0.        ]",37
"[-0.00018311 -0.00021362 -0.00024414 ...  0.          0.
  0.        ]",1
[0.01135254 0.01919556 0.012146   ... 0.00540161 0.00512695 0.00476074],47
[0.00027466 0.00057983 0.00082397 ... 0.00177002 0.00219727 0.00250244],27
[0.00973511 0.0100708  0.00842285 ... 0.         0.         0.        ],23
"[-0.00204468 -0.00201416 -0.00204468 ...  0.          0.
  0.        ]",24
"[ 0.13565063  0.13949585  0.14315796 ...  0.00039673 -0.00265503
 -0.00552368]",47
"[ 0.0012207   0.0010376   0.00061035 ... -0.00317383 -0.00537109
 -0.00942993]",32
"[ 0.00201416  0.00201416  0.00119019 ... -0.00097656 -0.00128174
 -0.00143433]",32
"[ 0.00231934  0.00186157  0.00134277 ... -0.00585938 -0.0022583
  0.00582886]",7
"[ 0.00091553  0.00204468  0.00256348 ...  0.00018311 -0.00027466
 -0.00054932]",7
"[ 0.0072937   0.00631714  0.00750732 ... -0.00106812 -0.00115967
 -0.00079346]",7
"[ 0.          0.          0.         ... -0.01708984 -0.01620483
 -0.00030518]",18
"[-0.00930786 -0.00552368  0.02514648 ... -0.01986694 -0.01657104
 -0.01098633]",27
"[-0.08514404 -0.09365845 -0.04876709 ...  0.00250244  0.00192261
  0.00195312]",27
"[-1.5106201e-02 -1.5930176e-02 -1.6815186e-02 ... -3.0517578e-05
  0.0000000e+00  0.0000000e+00]",33
"[-1.6479492e-03 -1.9226074e-03 -2.2583008e-03 ...  0.0000000e+00
 -3.0517578e-05 -3.0517578e-05]",33
"[-3.0517578e-05  0.0000000e+00  0.0000000e+00 ...  5.7983398e-04
  1.5258789e-03  2.5024414e-03]",49
[0.03399658 0.02438354 0.03170776 ... 0.01919556 0.01806641 0.01327515],49
[0.05569458 0.04953003 0.043396   ... 0.00653076 0.0065918  0.00601196],49
[0.01559448 0.04165649 0.06054688 ... 0.07128906 0.05014038 0.01184082],4
"[-6.1035156e-05  6.7138672e-04  7.0190430e-04 ... -1.4465332e-02
 -1.3122559e-02 -1.2023926e-02]",19
[0.00378418 0.00445557 0.00369263 ... 0.00540161 0.00534058 0.00506592],19
"[ 0.00100708  0.00082397  0.00048828 ... -0.02505493 -0.0246582
 -0.02478027]",19
[0.0020752  0.00201416 0.00274658 ... 0.01818848 0.01821899 0.0177002 ],19
"[-9.8571777e-03 -1.0192871e-02 -1.0681152e-02 ... -3.0517578e-05
 -1.8310547e-04 -4.5776367e-04]",33
"[ 0.00131226 -0.00158691 -0.00219727 ... -0.00097656 -0.00482178
 -0.01333618]",33
"[-0.00479126 -0.00506592 -0.00436401 ... -0.07241821 -0.0831604
 -0.04876709]",33
"[-0.10266113 -0.06924438 -0.03167725 ...  0.01931763  0.03533936
  0.05050659]",33
"[-0.5291748  -0.52697754 -0.51812744 ...  0.          0.
  0.        ]",25
"[-0.00073242  0.0017395   0.00085449 ...  0.0010376   0.00100708
  0.00097656]",25
[0.02386475 0.03643799 0.04376221 ... 0.03240967 0.03482056 0.03491211],25
"[ 0.01168823  0.01040649  0.0071106  ... -0.00360107 -0.00317383
 -0.00366211]",25
[0.00430298 0.00524902 0.00500488 ... 0.         0.         0.        ],12
"[-0.06503296 -0.06658936 -0.05349731 ...  0.00561523  0.00061035
 -0.00521851]",7
"[-0.03289795 -0.03753662 -0.05151367 ... -0.03765869 -0.04049683
 -0.03585815]",7
[0.00057983 0.00112915 0.00088501 ... 0.         0.         0.        ],12
"[-0.05981445 -0.06030273 -0.06219482 ...  0.01446533  0.01556396
  0.01971436]",7
"[ 0.00726318  0.00860596  0.00634766 ... -0.01156616 -0.01272583
 -0.01425171]",7
[0.06256104 0.06692505 0.06488037 ... 0.         0.         0.        ],26
[0.02142334 0.02630615 0.02548218 ... 0.         0.         0.        ],1
"[-0.04736328 -0.04293823 -0.03790283 ...  0.01400757  0.01403809
  0.0140686 ]",23
"[ 0.00158691  0.00164795  0.00152588 ... -0.02572632 -0.02316284
 -0.01486206]",17
"[ 3.1463623e-02  3.3874512e-02  2.4078369e-02 ...  3.6621094e-04
  2.7465820e-04 -6.1035156e-05]",17
"[-0.00680542 -0.00732422 -0.00634766 ... -0.01745605 -0.00256348
  0.00680542]",18
"[-0.00476074 -0.00546265 -0.00479126 ...  0.00976562  0.00814819
  0.01168823]",18
[0.00375366 0.00524902 0.00588989 ... 0.         0.         0.        ],26
"[-0.00033569 -0.00384521 -0.00479126 ...  0.05566406  0.04684448
  0.04473877]",7
"[ 0.00909424  0.00549316  0.0055542  ... -0.05871582 -0.05947876
 -0.05490112]",7
[0.02285767 0.02325439 0.02233887 ... 0.02484131 0.02206421 0.01330566],7
"[ 0.04769897  0.04321289  0.03265381 ... -0.03668213 -0.03225708
 -0.03292847]",7
"[-0.10507202 -0.10925293 -0.1121521  ...  0.01602173  0.02282715
  0.02838135]",46
"[-0.17318726 -0.17828369 -0.17895508 ...  0.04550171  0.05169678
  0.05661011]",46
"[ 0.          0.          0.         ... -0.07305908 -0.08276367
 -0.06747437]",18
"[ 0.00067139  0.02017212  0.03521729 ...  0.00949097  0.00469971
 -0.00149536]",9
"[-1.2329102e-02 -7.5378418e-03 -3.9978027e-03 ... -9.1552734e-05
 -1.5563965e-03  8.8500977e-04]",27
"[-0.00906372 -0.01147461 -0.01150513 ...  0.05639648  0.02264404
 -0.0357666 ]",23
"[-0.00415039  0.00079346  0.00302124 ...  0.          0.
  0.        ]",23
"[-0.01705933 -0.01879883 -0.02029419 ... -0.2599182  -0.25823975
 -0.26123047]",44
[0.02182007 0.02032471 0.01864624 ... 0.07785034 0.08361816 0.08990479],47
"[-0.36416626 -0.36016846 -0.3513794  ...  0.1237793   0.14654541
  0.16937256]",47
"[ 0.02822876  0.03521729  0.04138184 ... -0.03939819 -0.04486084
 -0.05062866]",47
"[ 0.00180054 -0.00143433 -0.00143433 ... -0.00021362  0.00021362
 -0.00036621]",1
"[ 0.00338745  0.00408936  0.00500488 ... -0.00384521  0.00131226
  0.00668335]",9
"[-0.05453491 -0.05383301 -0.05340576 ... -0.02816772 -0.03042603
 -0.03070068]",16
"[-0.04940796 -0.04827881 -0.04620361 ...  0.00634766  0.00708008
  0.00811768]",16
[0.00695801 0.02120972 0.04232788 ... 0.         0.         0.        ],37
"[-0.00979614 -0.01022339 -0.01107788 ...  0.00567627  0.00564575
  0.00546265]",37
"[-3.0517578e-05 -1.2207031e-04 -1.2207031e-04 ... -4.7332764e-02
 -8.5754395e-02 -1.2542725e-01]",18
"[ 0.02380371  0.02642822  0.02774048 ... -0.03305054 -0.02804565
 -0.02920532]",27
"[-0.00494385 -0.01751709 -0.0227356  ...  0.          0.
  0.        ]",27
"[-0.00350952 -0.00289917 -0.0015564  ...  0.01843262  0.01480103
  0.00708008]",33
"[ 0.02227783  0.0244751   0.02914429 ... -0.07345581 -0.05633545
 -0.03585815]",26
"[-0.09692383 -0.1184082  -0.09921265 ...  0.27597046  0.32043457
  0.24481201]",41
"[-0.00469971 -0.01184082 -0.01940918 ... -0.00997925 -0.00079346
  0.00515747]",41
[0.00561523 0.00906372 0.00823975 ... 0.22628784 0.33828735 0.2972412 ],41
[0.1100769  0.14257812 0.13101196 ... 0.00341797 0.0065918  0.00604248],41
"[-0.21072388 -0.27874756 -0.26010132 ...  0.05789185  0.05633545
  0.03591919]",41
"[ 0.00045776  0.00073242  0.00057983 ...  0.06225586 -0.19906616
 -0.31173706]",41
"[-0.14053345 -0.00146484  0.38305664 ...  0.00079346  0.00210571
  0.00210571]",41
[0.00024414 0.00027466 0.00027466 ... 0.00021362 0.00021362 0.00024414],48
[0.0098877  0.01004028 0.0100708  ... 0.00030518 0.00030518 0.00030518],48
"[-0.00024414  0.00018311  0.00057983 ...  0.00033569  0.00036621
  0.00030518]",48
"[-0.00253296 -0.00241089 -0.00222778 ...  0.00079346  0.0005188
  0.00024414]",48
"[-0.00592041 -0.00430298 -0.00317383 ...  0.00021362  0.00012207
  0.00015259]",48
"[-0.10449219 -0.12307739 -0.1100769  ... -0.00598145  0.00854492
  0.04837036]",44
"[-0.00210571 -0.00167847 -0.0020752  ...  0.          0.
  0.        ]",26
[0.00158691 0.00180054 0.00180054 ... 0.00079346 0.         0.        ],37
"[ 0.0007019   0.00085449 -0.00012207 ...  0.00079346  0.00042725
  0.00057983]",37
"[-0.0123291  -0.01983643 -0.01577759 ...  0.009552    0.01306152
  0.00973511]",12
[0.00183105 0.00619507 0.01074219 ... 0.         0.         0.        ],9
"[-0.02377319 -0.04434204 -0.06552124 ... -0.01159668  0.02474976
  0.0713501 ]",46
"[ 0.00775146 -0.00112915 -0.00363159 ...  0.01049805  0.01126099
  0.0118103 ]",28
"[ 0.00582886  0.00564575  0.00244141 ... -0.01931763 -0.01318359
 -0.00708008]",19
"[-0.04449463 -0.03427124 -0.02862549 ...  0.02163696  0.0211792
  0.02563477]",3
